comment_id,priority,review_reason,sentiment,module_tags,is_target_related,content_clean,summary_reason
69845d39000000000600d2dd,P1,mixed_sentiment,mixed,"gacha_character,event_welfare",True,求晚点上线，我抽小爱没星声了，还要肝一个陆hz，肝不动啊,对角色有好感，但因抽卡不顺和活动时间要求产生中性情绪。
69846452000000000b0346c8,P1,"target_related_without_module,long_text_without_module",neutral,,True,其实鉴心也是这个眼型，开服就有了,纯粹描述鉴心的眼型，与西格莉卡无关
69848919000000000800c46c,P1,mixed_sentiment,mixed,gacha_character,True,确实可爱，就是脸有点圆,对目标角色外观有好感，但有小小的批评。
698497a6000000000600a5a8,P1,mixed_sentiment,mixed,gacha_character,True,看前瞻立绘无感，一看实机又想抽了。,前瞻立绘无感，但实机立绘吸引了抽卡意愿。
698f2a10000000000f00d3cd,P1,"target_related_without_module,long_text_without_module",neutral,,True,我记得当初闹出wuwaface节奏就是眼型相同误以为建模相同，结果事实是制作组xp喜欢御姐所以眼型都是狭长上挑罢了,描述眼型相同的误会事件，与西格莉卡无关
69a7b8ba000000000c016956,P1,mixed_sentiment,mixed,gacha_character,False,我不行了，可是她很漂亮,对角色外观表达好感，但同时表达自己的无力
69b04637000000000c0335c1,P1,"target_related_without_module,long_text_without_module",positive,,True,宝宝你是小橘猫宝宝你是耙耙柑,称呼目标角色，表达喜爱
69b04d27000000001500077c,P1,target_related_without_module,positive,,True,橘橘宝,称呼目标角色，表达喜爱
69b2a332000000001500201c,P1,target_related_without_module,neutral,,True,粑粑咪,对目标角色使用别名，纯粹的称呼，无关游戏内容
69b405a0000000001d00a69e,P1,mixed_sentiment,mixed,gacha_character,True,怀疑我们小橘子被策划内涵了,对目标角色有猜测性质的表达，未明确情感或意愿。
69b4080b0000000005038afc,P1,"target_related_without_module,long_text_without_module",neutral,,True,计划有变，只能给橘橘宝一个小保底了,对目标角色有保底意愿，表达中立。
69b42ce4000000001500fb06,P1,mixed_sentiment,mixed,gacha_character,False,11爱10莫能不能不抽琳奈抽这个转聚爆,讨论抽卡决策，表达抽卡意愿和付费焦虑
69b43fb400000000090075ec,P1,mixed_sentiment,mixed,gacha_character,False,服了 整这么好看 但是我又不想抽千咲啊啊啊,表达对角色外观的好感，但不想抽卡
69b4556f00000000160158cb,P1,mixed_sentiment,mixed,"story_quest,gacha_character",True,达妮娅我还蛮喜欢的，但既然是致敬米娅那结局……哎,对角色有好感，但对剧情结局有所失望
69b51f15000000000c03216b,P1,mixed_sentiment,mixed,gacha_character,True,太萌了但是听说鸣潮很多女角色衣服很露，一直在纠结要不要入坑,对目标角色外观有好感，但因游戏整体角色设计风格犹豫是否入坑。
69b52a1b000000001101b295,P1,"target_related_without_module,long_text_without_module",neutral,,True,鸣潮少数几个父母双全的,提及目标角色父母双全的特点。
69b52b1b00000000140099c7,P1,mixed_sentiment,mixed,"gacha_character,progression_resource",True,好想抽耙耙柑，但是没有预算抽仇远怎么办,玩家对目标角色有抽卡意愿，但因资源预算不足而纠结，涉及付费焦虑。
69b576d4000000000202a0b1,P1,mixed_sentiment,mixed,"gacha_character,combat_strength",True,这个伤害怎么样，值得抽吗目前就只有ji炎，守岸人，千咲，卡提希亚看起来好可爱,对角色伤害和抽卡价值有疑问，但喜欢角色外观。
69b5b6460000000002028932,P1,mixed_sentiment,mixed,"gacha_character,story_quest",False,好萌好萌，鸣的建模好好看，但是因为剧情在纠结要不要入坑,对游戏建模有好感，但因剧情犹豫是否入坑，无流失和付费风险。
69b6cc4e0000000015005aa5,P1,mixed_sentiment,mixed,gacha_character,False,这个真的很好看，但是我没有仇远，抽不得，抽不得,对角色外观好感但缺少抽卡资源，付费焦虑轻度
69b7930a000000000103fa14,P1,mixed_sentiment,mixed,gacha_character,True,西小妹真的好可爱怎么办菲比复刻没抽上又想抽菲比看前瞻又想抽达妮娅还得补个琳奈真是困扰死我了,对目标角色好感但抽卡困扰
69b8cdfb0000000015014536,P1,"target_related_without_module,long_text_without_module",neutral,,True,西小妹闺蜜都是残星会特务说是,纯粹提及西小妹的闺蜜信息，无明显情感倾向。
69b903e4000000000d03f48f,P1,"target_related_without_module,long_text_without_module",positive,,True,是小橙子和小桃子，好磕好磕,对目标角色表达好感，内容为正面
69b90445000000000103d383,P1,"target_related_without_module,long_text_without_module",neutral,,True,闺蜜都是人才 耙耙柑:我什么都做不到,高置信提问/咨询型评论。
69b9cc8f0000000002028635,P1,"target_related_without_module,long_text_without_module",neutral,,True,粑…粑粑柑？,高置信提问/咨询型评论。
69b9cd0a00000000150135b3,P1,"target_related_without_module,long_text_without_module",neutral,,True,那不就是耙...粑粑柑了嘛,纯粹在回复他人，顺带提及目标角色。
69ba26e2000000000100706d,P1,"target_related_without_module,long_text_without_module",neutral,,True,上一个闺蜜是残星会会长，这个不知道是不是那个内鬼,纯粹讨论西小妹的闺蜜信息，无明显情感倾向。
69bb252a0000000002035b95,P1,mixed_sentiment,mixed,gacha_character,True,两个萌物！可惜我资源只够一只,对目标角色外观好感，但缺少抽卡资源，付费焦虑轻度
69bb672a0000000019001593,P1,mixed_sentiment,mixed,gacha_character,True,好可爱好可爱但是忍住我得抽大c,对目标角色外观好感但控制抽卡欲望
69bb815c000000001d00c197,P1,"target_related_without_module,long_text_without_module",neutral,,True,是耙耙柑……没有粑粑柑这种说法,澄清角色别名，确认耙耙柑的存在。
69bb8175000000000f01b1d2,P1,"target_related_without_module,long_text_without_module",neutral,,True,不是耙耙柑嘛，怎么变成粑粑柑了,高置信提问/咨询型评论。
69bb85ef000000000d013c2e,P1,"target_related_without_module,long_text_without_module",neutral,,True,为啥要叫她耙耙柑啊，没有说耙耙柑不好的意思只是好奇这么多橙色的水果为什么选这个,高置信提问/咨询型评论。
69bba7f2000000000d03fdc2,P1,"target_related_without_module,long_text_without_module",neutral,,True,不好意思不好意思大家，喊成粑粑柑是因为平时我是真的这么喊这个水果，完全没有注意到原来是耙耙柑……,对角色名称产生误解，表达歉意。
69bbb98d000000000d03eee2,P1,"target_related_without_module,long_text_without_module",neutral,,True,你不能叫我娅娅，但我能喊你西西,玩家互动，称呼角色
69bbbada0000000032003fd3,P1,"target_related_without_module,long_text_without_module",neutral,,True,那不如叫橘橘宝吧，听起来更像宝贝～,纯粹讨论角色名称
69bbbeff00000000090369fe,P1,"target_related_without_module,long_text_without_module",positive,,True,最后一幕还是担心西西了的，只是漂泊者在旁边所以就走了,对西西表达关心和喜爱
69bbbf8b000000000f01d1ce,P1,"target_related_without_module,long_text_without_module",neutral,,True,橘橘宝：什么叫我最要好的两个闺蜜都是残星会的？,高置信提问/咨询型评论。
69bbc0cd0000000016014ada,P1,"target_related_without_module,long_text_without_module",neutral,,True,耙耙柑:残星会不是我参加的学院社团名字么？,高置信提问/咨询型评论。
69bbcc1c000000000d037102,P1,"target_related_without_module,long_text_without_module",neutral,,True,哇好可爱的宝宝这是什么游戏,纯粹对角色外观的好感表达
69bbd30f000000000d034e75,P1,"target_related_without_module,long_text_without_module",neutral,,True,爱弥斯新后妈,纯粹提及角色爱弥斯的新后妈身份
69bc2a1f000000000103c9c2,P1,"target_related_without_module,long_text_without_module",neutral,,True,没看简介我以为原神出的新角色,对角色产生初步印象，未表达明确情感。
69bcac5400000000310019c9,P1,"target_related_without_module,long_text_without_module",neutral,,True,屏幕前的家人们你们觉得耙耙柑的政审能过吗.jpg,高置信提问/咨询型评论。
69bd2f33000000000d034390,P1,mixed_sentiment,mixed,"gacha_character,combat_strength",True,已经为了此女入坑了 但是我感觉鸣潮的战斗好难,玩家因目标角色入坑，但对游戏战斗难度感到困扰。
692902a000000000380162a3,P2,long_text_without_module,positive,,False,好快的一个出，这，就叫专业,对游戏的速度表达赞赏
6929b2ad00000000380315c9,P2,long_text_without_module,positive,,False,这就有衣服了🥺,对游戏内容表达喜爱
6984145f000000000800eb2d,P2,long_text_without_module,positive,,False,可爱小🍊，我吃！,对角色外观产生好感，表达喜爱。
698420aa000000000600c5d8,P2,long_text_without_module,neutral,,False,维里奈不也是吗,高置信提问/咨询型评论。
69843267000000000f02806c,P2,long_text_without_module,neutral,,False,哎呀，仇远售后来了,纯粹提及售后人员，内容与游戏无关
69846fe5000000001d00c0b9,P2,long_text_without_module,neutral,,False,菲比！菲比！,纯粹称呼角色名称，情感倾向无法确定
69848fa10000000004003462,P2,long_text_without_module,neutral,,False,灯灯：？（无恶意）,高置信提问/咨询型评论。
6984c7f20000000006009a4a,P2,long_text_without_module,neutral,,False,橘子小蛋糕来的,纯粹提及角色名称，无明显情感倾向。
6984d74f0000000018039d80,P2,long_text_without_module,neutral,,False,还是少见的橘色头发,纯描述角色外观特征，无明显情感倾向。
6984f079000000000503125f,P2,long_text_without_module,positive,,False,画完了简直神,对画面赞叹
69853b7f000000000d012084,P2,long_text_without_module,positive,,False,非常非常萌的宝宝,对角色外观表达喜爱
6985a451000000000b034233,P2,long_text_without_module,neutral,,False,我的0+1江湖梦又可以重出江湖了吗？,高置信提问/咨询型评论。
6985b2b3000000000c00baee,P2,long_text_without_module,neutral,,False,这眼睛不就是柯莱塔吗？,高置信提问/咨询型评论。
69896688000000000600ef8e,P2,long_text_without_module,neutral,,False,你看你脸圆的,纯粹的社交互动，内容无关游戏
6993453c0000000003012838,P2,long_text_without_module,neutral,,False,祝各位漂泊者新年快乐，十连双金,祝福玩家新年快乐，纯粹的祝福语，不涉及游戏内容。
699346b0000000000600cb8e,P2,long_text_without_module,neutral,,False,晚睡的孩子有饭吃,纯粹表达生活态度，无关游戏。
699349610000000019000976,P2,long_text_without_module,neutral,,False,第六张图；是啊，吃什么?,高置信提问/咨询型评论。
699355e90000000015016f4e,P2,long_text_without_module,neutral,,False,菲比ip可以改成塔卫二哈哈哈哈哈,纯粹提议角色IP的改动
699355fc00000000180233df,P2,long_text_without_module,positive,,False,琳奈 hiahiahiahia可爱捏,对琳奈的角色表达喜爱，纯粹的好感。
69935f13000000000b0349f9,P2,long_text_without_module,neutral,,False,仇远是怎么看到这消息的,高置信提问/咨询型评论。
69936ecd000000000b03532f,P2,long_text_without_module,neutral,,False,哈哈哈p1的远儿不语只是一味的“回我消息” 还有老师新年快乐，感谢老师做了那么多香香的饭,纯粹互动，社交内容。
69939cf8000000000d0109cf,P2,long_text_without_module,positive,,False,早上起来就是为了看这个的,纯粹表达对角色好感，正面情绪高涨。
69939f7c000000000f02ab62,P2,long_text_without_module,positive,,False,图三真相了辛苦了菲比小闺女,对角色表达赞美和鼓励
6993cb16000000000600de32,P2,long_text_without_module,neutral,,False,图四那个回复是不是写错了，应该是回复琳奈吧,纯粹的讨论回复内容，未涉及游戏相关。
6993d11e0000000004002d11,P2,long_text_without_module,neutral,,False,你怎么知道我也拍了（）,高置信提问/咨询型评论。
699c4b5a00000000040007c2,P2,long_text_without_module,neutral,,False,这个位置都拍了吗,高置信提问/咨询型评论。
69a2ce6300000000050395da,P2,long_text_without_module,neutral,,False,小爱都没了怎么改餐,高置信提问/咨询型评论。
69a2ee58000000000600adff,P2,long_text_without_module,neutral,,False,怎么这么好笑,高置信提问/咨询型评论。
69a32d340000000006033d08,P2,long_text_without_module,neutral,,False,《拉海洛的天黑了》,纯粹是歌曲名，未涉及游戏内容
69a405d40000000008030eed,P2,long_text_without_module,neutral,,False,准备跟我一起自言自语吧,纯社交互动，邀请玩伴
69a41070000000000600f1b2,P2,long_text_without_module,positive,,False,哈哈哈哈哈哈哈哈哈哈哈哈哈,表达极度高兴或愉悦，情感强烈
69a42757000000000600fec5,P2,long_text_without_module,neutral,,False,嘉豪是什么👻,高置信提问/咨询型评论。
69a576b6000000000f0270a6,P2,long_text_without_module,neutral,,False,你闺蜜残星会会长说学生里面还有一个她安排的会监，学院和秘日六席都认为是你，你跟我回去调查一下吧,纯社交互动，讨论剧情线索
69a676a7000000000c015dbb,P2,long_text_without_module,neutral,,False,我也要被攻略吗👅-👅,高置信提问/咨询型评论。
69aa7a51000000000c016806,P2,long_text_without_module,neutral,,False,哪里有嘉心糖😋,纯提问，寻找嘉心糖
69ae03e70000000003011dba,P2,long_text_without_module,positive,,False,折枝的好真实,对折枝的角色外观表示好感。
69b04e3a0000000015002159,P2,long_text_without_module,neutral,,False,毛很长很多的咪,纯描述角色特征
69b0d731000000001400907d,P2,long_text_without_module,neutral,,False,你好我捏一把,纯粹的社交互动，无关游戏内容
69b405d4000000001d00abfd,P2,long_text_without_module,positive,,False,喜欢可以灌注一下！会长期更新 鸣潮超清混剪 ～,用户表达了为《鸣潮》制作并长期更新混剪视频的积极意愿。
69b40ad5000000001802028b,P2,long_text_without_module,positive,,False,握草几秒钟前我才放完这首歌然后就刷到你视频了,表达惊讶和巧合的正面情感
69b427fa000000000202b764,P2,long_text_without_module,neutral,,False,爱弥斯不是有个身体来着，说不定这玩意就是那个残躯变出来的隧群生物,纯粹讨论角色设定，未表达明显情感。
69b42a150000000009004322,P2,long_text_without_module,neutral,,False,达尼亚美成啥了。。。不过绯雪看着很奇怪，有点像战双早期马脸。。不应该啊，周年庆大c为啥长这样,高置信提问/咨询型评论。
69b432a0000000000202a272,P2,long_text_without_module,neutral,,False,爱弥斯到时候会复刻吗,高置信提问/咨询型评论。
69b43a570000000003010d49,P2,long_text_without_module,neutral,,False,《你把我闺蜜打死了？！》,高置信提问/咨询型评论。
69b444cb000000000103c0db,P2,long_text_without_module,neutral,,False,上面那张表情像那个拉长的缇宝表情包笑死了,纯粹讨论表情包，内容无关游戏
69b4662f0000000005039d51,P2,long_text_without_module,neutral,,False,大胆点，粉毛可以是阿列夫一共鸣者可以看看我的笔记达尼娅也许是阿列夫一共鸣者？...,高置信提问/咨询型评论。
69b4b2b2000000001500ac23,P2,long_text_without_module,neutral,,False,拉海洛菲比来了,纯粹提及角色名称，未表达任何情感或意愿。
69b4c3060000000015005597,P2,long_text_without_module,neutral,,False,我的爱千在3.4等着你，两个月应该能攒出一个大保底了,纯粹讨论版本更新内容，无关情感。
69b4c5f1000000000103ff4d,P2,long_text_without_module,neutral,,False,求背景音乐啊啊啊啊啊,求背景音乐，无明显情感倾向。
69b4dbc40000000002034eff,P2,long_text_without_module,positive,,False,这表情真神了,对角色表情表达好感
69b4e840000000000d03601f,P2,long_text_without_module,positive,,False,可爱❥(ゝω・✿ฺ),纯粹表达喜爱，未涉及游戏内容
69b52055000000000d0360d6,P2,long_text_without_module,neutral,,False,家庭幸福的人真的哪怕成年了都有小孩子的稚气和天真在身上，因为回头就有人兜底,纯描述社会现象，内容与游戏无关
69b53824000000000f02d7c2,P2,long_text_without_module,neutral,,False,她跟千咲，琳奈是同学对吗,高置信提问/咨询型评论。
69b54230000000000d01070c,P2,long_text_without_module,positive,,False,这表情看一次笑一次,纯粹表达喜爱，内容与游戏无关
69b5463700000000300273db,P2,long_text_without_module,neutral,,False,persona!,纯粹的表情符号，无法判断情感。
69b54f89000000000c033179,P2,long_text_without_module,neutral,,False,拥抱对于冰原人好像真的很重要，他们那个机械熊都可以进行拥抱的互动，而且一抱就会抱好久。,纯粹讨论游戏元素，未涉及目标角色。
69b600bc000000000503bd92,P2,long_text_without_module,positive,,False,之前get不到，现在越看越喜欢,对角色喜欢度增加
69b60b14000000000103c989,P2,long_text_without_module,neutral,,False,说一句可能讨骂的话，看到绯雪的画风第一时间想到的是隔壁战双，看到达妮娅一眼想到隔壁米哈游，就是莫名会关联起来,讨论绯雪和达妮娅的画风关联，纯粹是观察和比较，没有具体情感。
69b62c62000000000d034e3a,P2,long_text_without_module,positive,,False,啊啊啊这个真的好看诶，想入坑了,对游戏外观好感，想入坑。
69b63157000000001403006c,P2,long_text_without_module,neutral,,False,嘉然何时来的,纯提问，询问角色上线时间
69b63f1a00000000150019ae,P2,long_text_without_module,neutral,,False,阿漂这是怎么了，失神成这个样子,高置信提问/咨询型评论。
69b65836000000000d034b28,P2,long_text_without_module,positive,,False,看这个视频好心动想入坑，可惜是男性向要是是大众向的就好了,对游戏内容有好感，考虑入坑
69b65ffc0000000003011fb2,P2,long_text_without_module,neutral,,False,有点像爱可菲,对其他角色进行比较，内容简单。
69b76747000000000c033ef3,P2,long_text_without_module,positive,,False,父母健在 自己也健在 爱弥斯表示狠狠羡慕了一下,表达对角色外观的喜爱
69b77e2a0000000015009e82,P2,long_text_without_module,positive,,False,老师画的超可爱,对角色外观表达好感
69b7c533000000000f018630,P2,long_text_without_module,neutral,,False,有人知道潘多拉亚克特吗,高置信提问/咨询型评论。
69b8d5e8000000000103e7ef,P2,long_text_without_module,neutral,,False,好像飞行雪绒啊,对角色外观做出客观描述，未涉及付费或流失风险
69b8dbc9000000000c030fde,P2,long_text_without_module,positive,,False,达尼亚看起来就像是会长,对达尼亚角色做出正面评价，未涉及付费或流失风险
69b8dce50000000015017d66,P2,long_text_without_module,neutral,,False,我的残星会会长呢,询问角色长期表现
69b8fb7300000000020342e1,P2,long_text_without_module,neutral,,False,你这是现场拍摄吗？那么清晰！,纯提问，询问视频或图片清晰度，无明显游戏模块关联。
69b92854000000000f018927,P2,long_text_without_module,neutral,,False,zmd：紫金矿产牛粪,纯粹提及角色名称紫金矿产牛粪，内容无关情感。
69b92b3f0000000016014cc8,P2,long_text_without_module,neutral,,False,有没有可能吸收的本身就是结晶里的能量，就像修仙吸收灵石那样？,高置信提问/咨询型评论。
69b932a60000000015007b6c,P2,long_text_without_module,neutral,,False,老师老师音乐是什么,纯提问，无明显情感或游戏模块关联。
69b936600000000003010112,P2,long_text_without_module,neutral,,False,你是说，她是做粪便回收的？,高置信提问/咨询型评论。
69b93e5a000000000d03792b,P2,long_text_without_module,neutral,,False,机麋：遇见矿石，吃定矿石（？）,高置信提问/咨询型评论。
69b94c0f000000001d0088c4,P2,long_text_without_module,positive,,False,特别想彩虹豆的老广告,对老广告有好感，表达怀旧。
69b962730000000015000cf6,P2,long_text_without_module,neutral,,False,闺蜜会反目吗,高置信提问/咨询型评论。
69b963ae000000001802322a,P2,long_text_without_module,neutral,,False,这手套 莫不是生怕人家不怀疑她是残星会 和谐吗 这手套在这一身的配色,高置信提问/咨询型评论。
69b966ad0000000009006817,P2,long_text_without_module,neutral,,False,机械体应该不会拉式吧...,纯提问，询问角色特性
69b974f20000000015009d23,P2,long_text_without_module,neutral,,False,清早起来去拾粪是吧？,高置信提问/咨询型评论。
69b980bc000000000c030287,P2,long_text_without_module,neutral,,False,无机物不含细菌,纯粹的科学知识分享，无关游戏。
69b9843f000000000d013910,P2,long_text_without_module,positive,,False,那很接地气了,表达积极情感，内容无关游戏
69b986040000000015005f1c,P2,long_text_without_module,neutral,,False,这玩意我隔壁zmd用都用不完,纯粹在回复他人，内容无关游戏
69b9ecfa000000001d00dd91,P2,long_text_without_module,positive,,False,这个也是，也很重要！,对游戏内容表达积极态度，无流失风险。
69b9f5e8000000000203739a,P2,long_text_without_module,neutral,,False,之前纠正耙耙柑不是粑粑柑的估计天要塌了,纯粹纠正角色别名
69b9fdae000000000103c6e2,P2,long_text_without_module,neutral,,False,这也是一种 矿石生产线？,高置信提问/咨询型评论。
69ba6c9b000000000d035e1d,P2,long_text_without_module,neutral,,False,卧槽这是什么小白花和大灰狼😎😎😎,高置信提问/咨询型评论。
69ba6d540000000015009c4c,P2,long_text_without_module,neutral,,False,小西belike：什么叫我两个闺蜜都是残血会的？！,高置信提问/咨询型评论。
69ba7003000000000202ac62,P2,long_text_without_module,neutral,,False,小妹妹，快告诉漂哥哥漂姐姐你还有那些好朋友呀,纯社交互动，无关游戏内容
69ba771a000000000f02e97b,P2,long_text_without_module,neutral,,False,求吸引残星会教程,纯粹求资源，内容无关目标角色
69ba7834000000001d00989e,P2,long_text_without_module,neutral,,False,闺蜜你说加社团，怎么是残星会啊...,高置信提问/咨询型评论。
69ba931c000000000c030444,P2,long_text_without_module,neutral,,False,打窝？海风温和……,高置信提问/咨询型评论。
69baa82b00000000020375f9,P2,long_text_without_module,neutral,,False,原来残星会不是学校社团啊.jpg,纯表情，内容无关游戏
69bab6bd000000000f00e941,P2,long_text_without_module,neutral,,False,原来是练了吸星大法，难怪跟武侠梦是一个队的,纯描述角色关系，内容中无明显情感倾向
69bab6d50000000015000d8b,P2,long_text_without_module,positive,,False,萌萌的 暖暖的 很安心,对游戏氛围感到安心和满意
69babb62000000000f019eb8,P2,long_text_without_module,positive,,False,父母健在，好少见,对角色特征表达好感，未涉及游戏内容
69bb02e2000000000900746f,P2,long_text_without_module,neutral,,False,什么叫我的闺蜜是恐怖分子，什么叫我加入的社团是恐怖组织,高置信提问/咨询型评论。
69bb7719000000001d00ff77,P2,long_text_without_module,neutral,,False,我去女神更新了！好美啊耙耙柑推看完幸福死去。。。,社交互动/引流类文本，非有效讨论。
69bb78f90000000018039fc5,P2,long_text_without_module,neutral,,False,女神更新了！！好美！！,社交互动/引流类文本，非有效讨论。
69bb7dcd00000000010073d6,P2,long_text_without_module,neutral,,False,可是我想凑琳奈打这些队,纯提问，询问角色组合。
69bb851b0000000009037b5d,P2,long_text_without_module,neutral,,False,不是臂铠吗，还玩刀啊,高置信提问/咨询型评论。
69bba9d9000000001d00964d,P2,long_text_without_module,positive,,False,太可爱了啊啊啊,对角色外观表达极度正面评价
69bbabec000000000103ffa3,P2,long_text_without_module,neutral,,False,我去这个毛绒质感,纯粹表达兴趣
69bbb2f3000000000c03062c,P2,long_text_without_module,neutral,,False,怎么办我的三观快要跟着五官跑了理性上知道达妮娅目前表现出来的做法肯定是不对的但是她好漂亮我觉得她肯定有苦衷欸不对有苦衷这样做也不对,高置信提问/咨询型评论。
69bbb3680000000009004473,P2,long_text_without_module,neutral,,False,我滴天啊……,无意义的表情，无法判断内容
69bbb41200000000010047ac,P2,long_text_without_module,neutral,,False,等一下不对，这是什么游戏,高置信提问/咨询型评论。
69bbc24b00000000010068f9,P2,long_text_without_module,neutral,,False,坏女人，我漂泊者一定要大调查一下,纯粹的互动，内容与游戏无关
69bbc9e20000000014030f8f,P2,long_text_without_module,neutral,,False,残星会？我还以为是学院社团呢,高置信提问/咨询型评论。
69bbcbdc000000000c0335ac,P2,long_text_without_module,positive,,False,这么好的闺蜜再也不会有了,对角色表达喜爱
69bbd122000000001400ac59,P2,long_text_without_module,positive,,False,超可爱啊啊啊啊,对角色外观表达极度好感
69bbddce0000000015007c39,P2,long_text_without_module,positive,,False,这个好萌，我要去玩鸣潮,对游戏角色外观好感，表达游玩意愿。
69bbe0c1000000000202a0e8,P2,long_text_without_module,positive,,False,我的天，这么萌,对角色外观表达好感
69bbe61e000000000202894d,P2,long_text_without_module,neutral,,False,老师可以拿一段做主页视频吗，会标注的,纯提问，咨询视频使用事宜。
69bbf161000000001500a8da,P2,long_text_without_module,neutral,,False,库洛衣品审美变正常了？,高置信提问/咨询型评论。
69bbf494000000001d00b9f4,P2,long_text_without_module,neutral,,False,有大佬带带磁暴吗,高置信提问/咨询型评论。
69bc13fe0000000019002bda,P2,long_text_without_module,neutral,,False,她长得像...,纯描述角色外观，情感倾向不明显。
69bc202a00000000150086ff,P2,long_text_without_module,positive,,False,刷到完全相反观点的笔记哈哈哈哈，不过我还是倾向于两个小女孩好朋友的设定哈哈哈哈哈，当然各有看法,对游戏设定表达支持和喜爱
69bc29bc000000001500d162,P2,long_text_without_module,neutral,,False,娜西达吗？有意思,高置信提问/咨询型评论。
69bc2b130000000003011791,P2,long_text_without_module,neutral,,False,鸣潮的视频评论区怎么这么多人提原神呢,高置信提问/咨询型评论。
69bc6f2600000000140089f1,P2,long_text_without_module,neutral,,False,实际年龄还是未成年啦，只是少数民族有自己的成年礼,纯粹解释角色特征，未涉及游戏内容
69bcc2d00000000015013dd9,P2,long_text_without_module,positive,,False,宝➕你啦，🉑做朋友吗,社交互动，邀请做朋友
69bd11e1000000001500f721,P2,long_text_without_module,neutral,,False,想问问鸣潮是什么玩法，跟原神差不多吗？我也想玩原神玩家好好不好上手？,高置信提问/咨询型评论。
69bd27ac000000000503b9f3,P2,long_text_without_module,neutral,,False,我玩原神，星铁，怎么办有点想入坑鸣潮了，来个理由劝退我,玩原神，考虑入坑鸣潮，寻求劝退理由
69bd5ed4000000000d034e8b,P2,long_text_without_module,positive,,False,wdf，仓鼠太太，初中看您画舰r，大学看您画鸣潮，神了,对画师表达赞赏，内容积极。
